,transaction_id,user_id,trade_datetime,asset,trade_type,trade_amount,fee_amount,fee_asset
1724,tx_001724,user_0145,2023-10-15,ETH,buy,104753.57,41.9,KRW
1725,tx_001725,user_0145,2023-07-10,ETH,sell,142410.16,56.96,KRW
1726,tx_001726,user_0145,2024-01-12,ETH,sell,10000.0,4.0,KRW
1727,tx_001727,user_0145,2022-11-16,SOL,sell,31701.01,12.68,KRW
1728,tx_001728,user_0145,2023-02-22,XRP,buy,76737.88,30.7,KRW
1729,tx_001729,user_0145,2023-06-05,XRP,buy,140205.25,56.08,KRW
1730,tx_001730,user_0145,2022-07-19,ETH,buy,135737.28,54.29,KRW
1731,tx_001731,user_0146,2023-12-30,BTC,sell,929882.78,371.95,KRW
1732,tx_001732,user_0146,2024-02-19,BTC,buy,1294078.89,517.63,KRW
1733,tx_001733,user_0146,2022-04-05,XRP,buy,1769695.47,707.88,KRW
1734,tx_001734,user_0146,2022-01-25,SOL,buy,1093141.83,437.26,KRW
1735,tx_001735,user_0146,2022-03-28,ETH,sell,661820.86,264.73,KRW
1736,tx_001736,user_0146,2024-03-01,ETH,sell,943764.06,377.51,KRW
1737,tx_001737,user_0146,2022-04-13,ETH,sell,721594.4,288.64,KRW
1738,tx_001738,user_0146,2023-07-29,ETH,sell,1110366.18,444.15,KRW
1739,tx_001739,user_0146,2024-02-15,BTC,sell,869006.06,347.6,KRW
1740,tx_001740,user_0146,2023-09-08,BTC,sell,897211.98,358.88,KRW
1741,tx_001741,user_0146,2022-12-09,SOL,buy,786546.71,314.62,KRW
1742,tx_001742,user_0146,2023-03-15,XRP,sell,486569.28,194.63,KRW
1743,tx_001743,user_0146,2024-04-09,BTC,buy,1131579.53,452.63,KRW
1744,tx_001744,user_0147,2022-06-19,ETH,buy,68303.59,27.32,KRW
1745,tx_001745,user_0147,2023-05-17,SOL,buy,43079.13,17.23,KRW
1746,tx_001746,user_0147,2024-01-05,XRP,buy,119282.85,47.71,KRW
1747,tx_001747,user_0147,2023-08-24,BTC,buy,106563.57,42.63,KRW
1748,tx_001748,user_0147,2022-05-17,XRP,sell,64434.84,25.77,KRW
1749,tx_001749,user_0147,2023-08-03,BTC,buy,105856.21,42.34,KRW
1750,tx_001750,user_0147,2022-11-17,ETH,sell,62828.88,25.13,KRW
1751,tx_001751,user_0147,2023-05-07,SOL,sell,73705.89,29.48,KRW
1752,tx_001752,user_0147,2022-03-18,XRP,sell,158824.52,63.53,KRW
1753,tx_001753,user_0147,2022-08-05,SOL,sell,61414.52,24.57,KRW
1754,tx_001754,user_0147,2023-08-09,XRP,buy,127936.19,51.17,KRW
1755,tx_001755,user_0147,2024-03-28,BTC,buy,92176.13,36.87,KRW
1756,tx_001756,user_0147,2023-11-22,SOL,buy,202666.94,81.07,KRW
1757,tx_001757,user_0148,2022-06-29,ETH,sell,148258.86,59.3,KRW
1758,tx_001758,user_0148,2023-08-14,SOL,buy,141589.16,56.64,KRW
1759,tx_001759,user_0148,2023-08-05,BTC,sell,122404.04,48.96,KRW
1760,tx_001760,user_0148,2023-05-12,BTC,sell,201916.45,80.77,KRW
1761,tx_001761,user_0148,2023-01-20,BTC,sell,73334.95,29.33,KRW
1762,tx_001762,user_0148,2023-03-30,XRP,sell,37099.0,14.84,KRW
1763,tx_001763,user_0148,2023-07-17,SOL,buy,143956.92,57.58,KRW
1764,tx_001764,user_0148,2022-03-09,SOL,buy,10000.0,4.0,KRW
1765,tx_001765,user_0148,2022-07-15,SOL,sell,117688.53,47.08,KRW
1766,tx_001766,user_0148,2022-03-03,XRP,sell,10000.0,4.0,KRW
1767,tx_001767,user_0148,2022-01-26,ETH,sell,54139.87,21.66,KRW
1768,tx_001768,user_0148,2023-06-15,BTC,buy,187659.74,75.06,KRW
1769,tx_001769,user_0148,2023-04-09,ETH,buy,81742.37,32.7,KRW
1770,tx_001770,user_0148,2023-10-24,BTC,sell,76753.69,30.7,KRW
1771,tx_001771,user_0148,2022-09-21,BTC,sell,81107.26,32.44,KRW
1772,tx_001772,user_0148,2022-10-01,ETH,sell,76108.01,30.44,KRW
1773,tx_001773,user_0148,2022-01-26,BTC,sell,97769.67,39.11,KRW
1774,tx_001774,user_0148,2023-04-21,SOL,sell,166819.09,66.73,KRW
1775,tx_001775,user_0148,2023-11-26,XRP,sell,103504.42,41.4,KRW
1776,tx_001776,user_0149,2024-05-13,ETH,buy,67373.59,26.95,KRW
1777,tx_001777,user_0149,2024-03-17,XRP,buy,69441.14,27.78,KRW
1778,tx_001778,user_0149,2023-12-05,XRP,sell,61913.4,24.77,KRW
1779,tx_001779,user_0149,2024-04-17,ETH,sell,128034.02,51.21,KRW
1780,tx_001780,user_0149,2022-05-21,SOL,buy,148425.82,59.37,KRW
1781,tx_001781,user_0149,2022-07-28,XRP,buy,81672.79,32.67,KRW
1782,tx_001782,user_0149,2023-11-08,XRP,sell,149031.63,59.61,KRW
1783,tx_001783,user_0149,2022-10-17,SOL,sell,123360.23,49.34,KRW
1784,tx_001784,user_0149,2022-05-31,XRP,buy,108724.75,43.49,KRW
1785,tx_001785,user_0149,2022-12-24,SOL,buy,118403.19,47.36,KRW
1786,tx_001786,user_0149,2023-01-05,XRP,buy,182855.1,73.14,KRW
1787,tx_001787,user_0149,2023-01-12,BTC,sell,79116.57,31.65,KRW
1788,tx_001788,user_0150,2024-04-01,ETH,sell,12592038.33,5036.82,KRW
1789,tx_001789,user_0150,2022-05-30,SOL,sell,9691445.73,3876.58,KRW
1790,tx_001790,user_0150,2022-04-30,ETH,sell,8425556.47,3370.22,KRW
1791,tx_001791,user_0150,2023-10-26,BTC,buy,6708790.48,2683.52,KRW
1792,tx_001792,user_0151,2023-09-13,SOL,buy,146442.59,58.58,KRW
1793,tx_001793,user_0151,2023-09-16,BTC,buy,131346.62,52.54,KRW
1794,tx_001794,user_0151,2024-03-26,SOL,sell,184947.59,73.98,KRW
1795,tx_001795,user_0151,2023-07-21,SOL,buy,42223.26,16.89,KRW
1796,tx_001796,user_0151,2024-02-09,BTC,sell,149737.76,59.9,KRW
1797,tx_001797,user_0151,2022-06-09,BTC,sell,90597.0,36.24,KRW
1798,tx_001798,user_0151,2022-07-24,XRP,sell,185557.03,74.22,KRW
1799,tx_001799,user_0151,2023-07-21,SOL,buy,138421.55,55.37,KRW
1800,tx_001800,user_0151,2022-01-17,SOL,buy,155401.91,62.16,KRW
1801,tx_001801,user_0151,2023-10-12,ETH,sell,158604.31,63.44,KRW
1802,tx_001802,user_0151,2022-04-07,XRP,sell,172527.52,69.01,KRW
1803,tx_001803,user_0151,2022-01-27,ETH,sell,93837.46,37.53,KRW
1804,tx_001804,user_0151,2022-03-01,ETH,sell,79392.93,31.76,KRW
1805,tx_001805,user_0151,2023-06-17,SOL,sell,104219.04,41.69,KRW
1806,tx_001806,user_0151,2023-08-30,ETH,buy,69924.91,27.97,KRW
1807,tx_001807,user_0151,2022-06-11,ETH,sell,127194.15,50.88,KRW
1808,tx_001808,user_0151,2022-12-19,SOL,buy,153593.2,61.44,KRW
1809,tx_001809,user_0151,2023-07-13,BTC,buy,34909.37,13.96,KRW
1810,tx_001810,user_0151,2024-03-27,SOL,buy,52182.54,20.87,KRW
1811,tx_001811,user_0152,2022-09-30,SOL,buy,106947.93,42.78,KRW
1812,tx_001812,user_0152,2022-04-03,ETH,buy,10000.0,4.0,KRW
1813,tx_001813,user_0152,2022-12-31,BTC,sell,124267.24,49.71,KRW
1814,tx_001814,user_0152,2023-10-09,ETH,buy,168557.98,67.42,KRW
1815,tx_001815,user_0152,2023-02-25,ETH,buy,182400.14,72.96,KRW
1816,tx_001816,user_0152,2022-11-03,SOL,sell,77148.41,30.86,KRW
1817,tx_001817,user_0152,2023-10-28,BTC,sell,78810.05,31.52,KRW
1818,tx_001818,user_0152,2022-02-03,BTC,sell,94222.93,37.69,KRW
1819,tx_001819,user_0152,2023-11-23,ETH,sell,163461.65,65.38,KRW
1820,tx_001820,user_0152,2023-01-12,ETH,sell,112237.52,44.9,KRW
1821,tx_001821,user_0152,2023-03-12,SOL,buy,79155.74,31.66,KRW
1822,tx_001822,user_0152,2023-11-17,BTC,sell,95845.53,38.34,KRW
1823,tx_001823,user_0152,2023-02-02,SOL,sell,132444.1,52.98,KRW
1824,tx_001824,user_0152,2023-12-19,XRP,buy,100107.31,40.04,KRW
1825,tx_001825,user_0152,2023-01-17,ETH,buy,59371.21,23.75,KRW
1826,tx_001826,user_0152,2024-01-09,SOL,sell,92643.02,37.06,KRW
1827,tx_001827,user_0152,2022-10-15,XRP,sell,67168.8,26.87,KRW
1828,tx_001828,user_0152,2023-06-20,XRP,buy,138555.64,55.42,KRW
1829,tx_001829,user_0152,2023-03-04,ETH,sell,66345.38,26.54,KRW
1830,tx_001830,user_0152,2022-12-21,SOL,buy,143086.23,57.23,KRW
1831,tx_001831,user_0152,2023-10-21,XRP,sell,72149.23,28.86,KRW
1832,tx_001832,user_0152,2022-01-11,ETH,sell,171821.48,68.73,KRW
1833,tx_001833,user_0153,2022-06-05,XRP,sell,64804.18,25.92,KRW
1834,tx_001834,user_0153,2023-12-08,ETH,sell,95948.81,38.38,KRW
1835,tx_001835,user_0153,2024-05-13,SOL,buy,98881.56,39.55,KRW
1836,tx_001836,user_0153,2022-10-04,SOL,sell,42989.52,17.2,KRW
1837,tx_001837,user_0153,2023-05-09,ETH,buy,102132.59,40.85,KRW
1838,tx_001838,user_0153,2023-09-29,ETH,buy,68704.2,27.48,KRW
1839,tx_001839,user_0153,2024-01-14,SOL,sell,51087.25,20.43,KRW
1840,tx_001840,user_0153,2022-10-06,XRP,buy,151430.52,60.57,KRW
1841,tx_001841,user_0153,2022-04-25,ETH,sell,62807.03,25.12,KRW
1842,tx_001842,user_0153,2023-07-04,XRP,buy,77165.12,30.87,KRW
1843,tx_001843,user_0153,2022-08-03,BTC,buy,116949.68,46.78,KRW
1844,tx_001844,user_0153,2022-09-16,ETH,buy,127176.71,50.87,KRW
1845,tx_001845,user_0153,2023-12-24,XRP,sell,67086.99,26.83,KRW
1846,tx_001846,user_0153,2023-10-07,BTC,sell,46743.32,18.7,KRW
1847,tx_001847,user_0153,2023-08-07,BTC,buy,65461.2,26.18,KRW
1848,tx_001848,user_0154,2022-09-05,BTC,buy,13926335.32,5570.53,KRW
1849,tx_001849,user_0154,2022-11-14,BTC,sell,10161492.37,4064.6,KRW
1850,tx_001850,user_0154,2022-01-10,BTC,sell,13666594.47,5466.64,KRW
1851,tx_001851,user_0154,2023-07-22,ETH,buy,14819721.57,5927.89,KRW
1852,tx_001852,user_0155,2022-06-23,XRP,sell,21985.88,8.79,KRW
1853,tx_001853,user_0155,2023-05-17,BTC,buy,204104.39,81.64,KRW
1854,tx_001854,user_0155,2023-05-24,ETH,sell,56651.46,22.66,KRW
1855,tx_001855,user_0155,2023-07-02,BTC,buy,104335.93,41.73,KRW
1856,tx_001856,user_0155,2022-05-29,XRP,buy,183696.99,73.48,KRW
1857,tx_001857,user_0155,2022-04-06,SOL,sell,101743.12,40.7,KRW
1858,tx_001858,user_0155,2022-11-18,SOL,sell,77434.86,30.97,KRW
1859,tx_001859,user_0155,2023-10-02,BTC,sell,49104.43,19.64,KRW
1860,tx_001860,user_0155,2023-08-31,XRP,buy,143135.25,57.25,KRW
1861,tx_001861,user_0155,2023-11-24,XRP,sell,10000.0,4.0,KRW
1862,tx_001862,user_0155,2024-04-10,BTC,sell,165558.11,66.22,KRW
1863,tx_001863,user_0156,2022-04-22,BTC,buy,1259220.99,503.69,KRW
1864,tx_001864,user_0156,2024-05-08,BTC,sell,614240.79,245.7,KRW
1865,tx_001865,user_0156,2024-05-13,SOL,buy,848353.07,339.34,KRW
1866,tx_001866,user_0156,2022-03-11,ETH,sell,1594457.28,637.78,KRW
1867,tx_001867,user_0156,2023-03-19,BTC,buy,866656.74,346.66,KRW
1868,tx_001868,user_0156,2023-05-19,XRP,sell,1182044.2,472.82,KRW
1869,tx_001869,user_0156,2022-05-09,BTC,buy,565280.35,226.11,KRW
1870,tx_001870,user_0156,2022-09-03,SOL,buy,906196.85,362.48,KRW
1871,tx_001871,user_0156,2023-07-21,BTC,sell,761203.33,304.48,KRW
1872,tx_001872,user_0156,2022-06-05,BTC,sell,1784439.68,713.78,KRW
1873,tx_001873,user_0157,2022-03-01,XRP,sell,1120689.66,448.28,KRW
1874,tx_001874,user_0157,2024-05-28,ETH,sell,1188583.27,475.43,KRW
1875,tx_001875,user_0157,2023-11-19,XRP,sell,583163.95,233.27,KRW
1876,tx_001876,user_0157,2022-02-11,XRP,sell,1244866.56,497.95,KRW
1877,tx_001877,user_0157,2022-04-20,XRP,sell,682429.52,272.97,KRW
1878,tx_001878,user_0157,2024-01-19,SOL,buy,437497.78,175.0,KRW
1879,tx_001879,user_0158,2023-12-13,SOL,buy,158999.43,63.6,KRW
1880,tx_001880,user_0158,2023-05-08,ETH,sell,131651.84,52.66,KRW
1881,tx_001881,user_0158,2023-09-05,XRP,buy,103463.49,41.39,KRW
1882,tx_001882,user_0158,2023-11-28,XRP,sell,99004.08,39.6,KRW
1883,tx_001883,user_0158,2022-03-29,XRP,sell,87605.99,35.04,KRW
1884,tx_001884,user_0158,2023-12-24,ETH,buy,125681.75,50.27,KRW
1885,tx_001885,user_0158,2022-03-22,XRP,sell,11670.06,4.67,KRW
1886,tx_001886,user_0158,2023-03-09,ETH,sell,110119.17,44.05,KRW
1887,tx_001887,user_0158,2022-11-05,XRP,sell,22152.45,8.86,KRW
1888,tx_001888,user_0158,2023-04-05,BTC,sell,158100.39,63.24,KRW
1889,tx_001889,user_0158,2023-10-09,BTC,sell,139118.64,55.65,KRW
1890,tx_001890,user_0158,2023-04-22,BTC,buy,73761.54,29.5,KRW
1891,tx_001891,user_0158,2023-10-08,BTC,buy,119773.66,47.91,KRW
1892,tx_001892,user_0158,2022-05-13,SOL,buy,24049.51,9.62,KRW
1893,tx_001893,user_0158,2022-09-26,ETH,buy,170677.47,68.27,KRW
1894,tx_001894,user_0159,2024-03-15,SOL,sell,926073.82,370.43,KRW
1895,tx_001895,user_0159,2022-04-22,ETH,sell,929431.0,371.77,KRW
1896,tx_001896,user_0159,2023-12-04,ETH,sell,860033.51,344.01,KRW
1897,tx_001897,user_0159,2022-10-30,SOL,buy,302310.5,120.92,KRW
1898,tx_001898,user_0159,2022-06-09,ETH,sell,645708.25,258.28,KRW
1899,tx_001899,user_0159,2024-03-14,SOL,sell,654495.67,261.8,KRW
1900,tx_001900,user_0159,2022-08-02,ETH,sell,1102010.38,440.8,KRW
1901,tx_001901,user_0159,2022-03-01,ETH,buy,911715.82,364.69,KRW
1902,tx_001902,user_0159,2022-01-31,BTC,buy,629056.51,251.62,KRW
1903,tx_001903,user_0159,2024-01-16,ETH,buy,1382332.07,552.93,KRW
1904,tx_001904,user_0160,2024-05-07,SOL,buy,101328.6,40.53,KRW
1905,tx_001905,user_0160,2023-06-19,SOL,sell,144679.6,57.87,KRW
1906,tx_001906,user_0160,2023-08-07,SOL,sell,74428.88,29.77,KRW
1907,tx_001907,user_0160,2022-04-17,SOL,buy,54009.39,21.6,KRW
1908,tx_001908,user_0160,2023-12-21,XRP,buy,89808.27,35.92,KRW
1909,tx_001909,user_0160,2023-01-13,XRP,buy,65951.51,26.38,KRW
1910,tx_001910,user_0160,2022-06-01,SOL,sell,213524.73,85.41,KRW
1911,tx_001911,user_0160,2024-02-27,SOL,buy,102691.58,41.08,KRW
1912,tx_001912,user_0160,2023-08-04,BTC,sell,113152.02,45.26,KRW
1913,tx_001913,user_0160,2023-03-09,XRP,sell,160771.64,64.31,KRW
1914,tx_001914,user_0160,2023-01-21,XRP,buy,213970.84,85.59,KRW
1915,tx_001915,user_0160,2024-02-02,ETH,sell,65225.54,26.09,KRW
1916,tx_001916,user_0160,2024-01-22,ETH,sell,131483.51,52.59,KRW
1917,tx_001917,user_0160,2023-06-03,ETH,sell,103179.81,41.27,KRW
1918,tx_001918,user_0161,2022-03-23,XRP,buy,646832.07,258.73,KRW
1919,tx_001919,user_0161,2023-06-06,BTC,sell,1140562.05,456.22,KRW
1920,tx_001920,user_0161,2023-04-10,ETH,sell,980788.94,392.32,KRW
1921,tx_001921,user_0161,2023-07-13,XRP,sell,495054.16,198.02,KRW
1922,tx_001922,user_0162,2022-09-11,SOL,buy,784313.75,313.73,KRW
1923,tx_001923,user_0162,2022-10-16,XRP,buy,785638.88,314.26,KRW
1924,tx_001924,user_0162,2022-11-25,ETH,buy,792787.62,317.12,KRW
1925,tx_001925,user_0162,2022-08-09,XRP,sell,1049558.6,419.82,KRW
1926,tx_001926,user_0162,2023-04-25,XRP,buy,843429.59,337.37,KRW
1927,tx_001927,user_0162,2022-07-07,XRP,buy,1131717.49,452.69,KRW
1928,tx_001928,user_0162,2022-08-03,XRP,sell,1381680.08,552.67,KRW
1929,tx_001929,user_0163,2023-04-20,ETH,sell,90446.88,36.18,KRW
1930,tx_001930,user_0163,2024-03-08,ETH,sell,136489.34,54.6,KRW
1931,tx_001931,user_0163,2023-04-13,ETH,sell,35605.84,14.24,KRW
1932,tx_001932,user_0163,2022-05-13,ETH,buy,24110.05,9.64,KRW
1933,tx_001933,user_0163,2024-05-11,ETH,buy,124829.21,49.93,KRW
1934,tx_001934,user_0163,2024-01-18,ETH,buy,159135.97,63.65,KRW
1935,tx_001935,user_0163,2022-07-12,XRP,buy,89527.4,35.81,KRW
1936,tx_001936,user_0163,2022-04-24,BTC,buy,79454.24,31.78,KRW
1937,tx_001937,user_0163,2023-11-15,SOL,sell,75915.25,30.37,KRW
1938,tx_001938,user_0164,2022-07-28,ETH,sell,14551.19,5.82,KRW
1939,tx_001939,user_0164,2022-06-20,BTC,buy,50343.32,20.14,KRW
1940,tx_001940,user_0164,2023-06-14,ETH,sell,100954.07,40.38,KRW
1941,tx_001941,user_0164,2022-03-09,ETH,sell,61666.41,24.67,KRW
1942,tx_001942,user_0164,2023-07-06,BTC,sell,25417.23,10.17,KRW
1943,tx_001943,user_0164,2024-02-25,BTC,sell,85358.43,34.14,KRW
1944,tx_001944,user_0164,2022-08-25,XRP,sell,102173.82,40.87,KRW
1945,tx_001945,user_0164,2024-03-02,BTC,sell,144508.78,57.8,KRW
1946,tx_001946,user_0164,2022-10-17,XRP,buy,153243.81,61.3,KRW
1947,tx_001947,user_0164,2023-07-17,SOL,sell,76984.29,30.79,KRW
1948,tx_001948,user_0164,2023-11-10,ETH,sell,48038.99,19.22,KRW
1949,tx_001949,user_0164,2024-03-06,XRP,buy,140899.08,56.36,KRW
1950,tx_001950,user_0164,2022-01-27,BTC,sell,121065.99,48.43,KRW
1951,tx_001951,user_0165,2023-11-19,ETH,buy,1242332.03,496.93,KRW
1952,tx_001952,user_0165,2023-01-14,SOL,buy,661935.51,264.77,KRW
1953,tx_001953,user_0165,2023-07-11,XRP,sell,1310442.95,524.18,KRW
1954,tx_001954,user_0165,2023-08-02,BTC,buy,1055394.72,422.16,KRW
1955,tx_001955,user_0165,2022-06-27,XRP,sell,1224936.22,489.97,KRW
1956,tx_001956,user_0165,2022-12-10,BTC,sell,757704.83,303.08,KRW
1957,tx_001957,user_0165,2024-02-13,ETH,buy,882529.01,353.01,KRW
1958,tx_001958,user_0165,2023-01-10,SOL,buy,1731657.01,692.66,KRW
1959,tx_001959,user_0166,2023-01-27,SOL,sell,141741.43,56.7,KRW
1960,tx_001960,user_0166,2023-11-19,ETH,buy,236095.61,94.44,KRW
1961,tx_001961,user_0166,2024-01-16,BTC,sell,142222.79,56.89,KRW
1962,tx_001962,user_0166,2022-10-22,ETH,buy,112334.44,44.93,KRW
1963,tx_001963,user_0166,2024-04-21,SOL,buy,164958.83,65.98,KRW
1964,tx_001964,user_0166,2022-08-21,SOL,sell,180173.99,72.07,KRW
1965,tx_001965,user_0166,2023-04-15,BTC,buy,10591.7,4.24,KRW
1966,tx_001966,user_0166,2024-04-30,ETH,buy,153970.65,61.59,KRW
1967,tx_001967,user_0166,2023-04-15,BTC,sell,167027.2,66.81,KRW
1968,tx_001968,user_0166,2023-01-11,ETH,buy,230235.61,92.09,KRW
1969,tx_001969,user_0166,2023-02-08,ETH,buy,119776.91,47.91,KRW
1970,tx_001970,user_0167,2023-05-20,ETH,sell,10000.0,4.0,KRW
1971,tx_001971,user_0167,2022-06-24,XRP,buy,49003.13,19.6,KRW
1972,tx_001972,user_0167,2023-08-25,SOL,buy,115592.18,46.24,KRW
1973,tx_001973,user_0167,2023-03-07,ETH,sell,61892.91,24.76,KRW
1974,tx_001974,user_0167,2023-12-26,ETH,buy,102694.37,41.08,KRW
1975,tx_001975,user_0167,2024-03-29,XRP,buy,146923.85,58.77,KRW
1976,tx_001976,user_0167,2024-05-21,XRP,buy,101513.71,40.61,KRW
1977,tx_001977,user_0167,2023-01-11,XRP,buy,28633.09,11.45,KRW
1978,tx_001978,user_0167,2022-05-22,ETH,sell,99796.36,39.92,KRW
1979,tx_001979,user_0167,2022-01-10,SOL,buy,97937.02,39.17,KRW
1980,tx_001980,user_0167,2023-06-14,ETH,buy,50986.33,20.39,KRW
1981,tx_001981,user_0167,2023-11-29,BTC,sell,192502.37,77.0,KRW
1982,tx_001982,user_0167,2024-05-18,ETH,buy,85415.1,34.17,KRW
1983,tx_001983,user_0167,2024-03-03,XRP,sell,107999.98,43.2,KRW
1984,tx_001984,user_0167,2023-06-10,BTC,buy,176049.26,70.42,KRW
1985,tx_001985,user_0168,2024-02-03,SOL,sell,105079.27,42.03,KRW
1986,tx_001986,user_0168,2024-04-04,ETH,sell,93777.33,37.51,KRW
1987,tx_001987,user_0168,2022-03-16,XRP,buy,45866.77,18.35,KRW
1988,tx_001988,user_0168,2024-01-18,SOL,sell,87485.88,34.99,KRW
1989,tx_001989,user_0168,2023-08-15,XRP,buy,159334.57,63.73,KRW
1990,tx_001990,user_0168,2023-04-30,BTC,buy,169215.28,67.69,KRW
1991,tx_001991,user_0168,2023-07-04,SOL,sell,72994.98,29.2,KRW
1992,tx_001992,user_0168,2022-06-21,XRP,buy,123958.41,49.58,KRW
1993,tx_001993,user_0168,2024-04-11,ETH,sell,149880.99,59.95,KRW
1994,tx_001994,user_0168,2023-05-26,XRP,buy,33010.7,13.2,KRW
1995,tx_001995,user_0168,2023-09-26,SOL,buy,162320.57,64.93,KRW
1996,tx_001996,user_0168,2022-07-15,ETH,sell,88032.37,35.21,KRW
1997,tx_001997,user_0169,2022-07-20,XRP,buy,92811.24,37.12,KRW
1998,tx_001998,user_0169,2023-01-28,SOL,buy,128859.67,51.54,KRW
1999,tx_001999,user_0169,2022-05-14,BTC,sell,38549.1,15.42,KRW
2000,tx_002000,user_0169,2022-12-21,SOL,sell,71993.8,28.8,KRW
2001,tx_002001,user_0169,2023-09-21,XRP,sell,139519.68,55.81,KRW
2002,tx_002002,user_0169,2022-05-27,XRP,buy,15363.36,6.15,KRW
2003,tx_002003,user_0169,2023-09-28,BTC,sell,105012.1,42.0,KRW
2004,tx_002004,user_0169,2024-05-17,BTC,buy,178780.23,71.51,KRW
2005,tx_002005,user_0170,2023-10-11,SOL,buy,740962.83,296.39,KRW
2006,tx_002006,user_0170,2023-04-25,ETH,sell,1030936.55,412.37,KRW
2007,tx_002007,user_0170,2022-06-15,SOL,buy,480848.17,192.34,KRW
2008,tx_002008,user_0170,2024-01-31,BTC,buy,885055.43,354.02,KRW
2009,tx_002009,user_0170,2022-07-20,ETH,sell,840884.79,336.35,KRW
2010,tx_002010,user_0170,2023-10-06,ETH,sell,807441.14,322.98,KRW
2011,tx_002011,user_0171,2022-05-21,SOL,sell,11779.71,4.71,KRW
2012,tx_002012,user_0171,2023-07-09,BTC,sell,90507.75,36.2,KRW
2013,tx_002013,user_0171,2024-01-06,XRP,sell,103273.68,41.31,KRW
2014,tx_002014,user_0171,2022-04-16,BTC,buy,10722.64,4.29,KRW
2015,tx_002015,user_0171,2022-03-20,SOL,buy,100678.68,40.27,KRW
2016,tx_002016,user_0171,2024-04-21,BTC,sell,109951.34,43.98,KRW
2017,tx_002017,user_0171,2023-10-31,SOL,buy,99505.23,39.8,KRW
2018,tx_002018,user_0171,2023-06-14,ETH,sell,16919.88,6.77,KRW
2019,tx_002019,user_0171,2022-02-25,XRP,buy,37516.36,15.01,KRW
2020,tx_002020,user_0171,2022-10-11,BTC,buy,141046.14,56.42,KRW
2021,tx_002021,user_0171,2022-02-01,SOL,buy,54424.5,21.77,KRW
2022,tx_002022,user_0171,2022-03-20,ETH,sell,152002.89,60.8,KRW
2023,tx_002023,user_0171,2022-03-17,SOL,buy,49056.5,19.62,KRW
2024,tx_002024,user_0172,2023-11-26,XRP,buy,210913.35,84.37,KRW
2025,tx_002025,user_0172,2024-05-03,ETH,buy,102867.56,41.15,KRW
2026,tx_002026,user_0172,2023-10-14,XRP,sell,97108.17,38.84,KRW
2027,tx_002027,user_0172,2022-05-10,SOL,buy,156389.4,62.56,KRW
2028,tx_002028,user_0172,2024-05-26,XRP,sell,15999.76,6.4,KRW
2029,tx_002029,user_0172,2024-02-13,SOL,sell,37283.77,14.91,KRW
2030,tx_002030,user_0172,2023-01-17,XRP,buy,31464.92,12.59,KRW
2031,tx_002031,user_0172,2024-01-13,BTC,buy,159741.45,63.9,KRW
2032,tx_002032,user_0172,2022-10-23,XRP,sell,133038.82,53.22,KRW
2033,tx_002033,user_0172,2022-10-15,ETH,sell,54109.28,21.64,KRW
2034,tx_002034,user_0172,2023-04-06,XRP,buy,170765.55,68.31,KRW
2035,tx_002035,user_0172,2022-12-10,ETH,sell,79264.15,31.71,KRW
2036,tx_002036,user_0172,2023-04-10,SOL,sell,125239.06,50.1,KRW
2037,tx_002037,user_0172,2024-03-18,XRP,sell,103406.02,41.36,KRW
2038,tx_002038,user_0172,2022-05-21,ETH,buy,73861.25,29.54,KRW
2039,tx_002039,user_0172,2022-03-28,SOL,buy,125139.86,50.06,KRW
2040,tx_002040,user_0172,2023-01-31,ETH,sell,129949.82,51.98,KRW
2041,tx_002041,user_0172,2022-03-21,SOL,sell,142667.45,57.07,KRW
2042,tx_002042,user_0172,2022-03-18,ETH,buy,146772.87,58.71,KRW
2043,tx_002043,user_0173,2022-06-24,ETH,buy,125415.65,50.17,KRW
2044,tx_002044,user_0173,2023-08-11,BTC,sell,90319.52,36.13,KRW
2045,tx_002045,user_0173,2024-02-01,BTC,sell,137229.32,54.89,KRW
2046,tx_002046,user_0173,2023-01-07,SOL,sell,50005.24,20.0,KRW
2047,tx_002047,user_0173,2022-03-19,ETH,sell,209680.13,83.87,KRW
2048,tx_002048,user_0174,2022-07-05,XRP,buy,1553693.67,621.48,KRW
2049,tx_002049,user_0174,2022-01-01,BTC,sell,1296987.68,518.8,KRW
2050,tx_002050,user_0174,2023-02-24,SOL,buy,934091.19,373.64,KRW
2051,tx_002051,user_0174,2022-05-31,SOL,buy,904007.04,361.6,KRW
2052,tx_002052,user_0174,2023-04-16,XRP,sell,1600728.24,640.29,KRW
2053,tx_002053,user_0174,2022-02-08,SOL,buy,907728.57,363.09,KRW
2054,tx_002054,user_0175,2024-03-10,SOL,sell,36805.96,14.72,KRW
2055,tx_002055,user_0175,2022-12-01,SOL,buy,148401.25,59.36,KRW
2056,tx_002056,user_0175,2022-03-09,ETH,sell,10000.0,4.0,KRW
2057,tx_002057,user_0175,2022-04-21,ETH,sell,127229.12,50.89,KRW
2058,tx_002058,user_0175,2022-06-28,XRP,sell,65667.04,26.27,KRW
2059,tx_002059,user_0175,2023-12-25,XRP,sell,74420.74,29.77,KRW
2060,tx_002060,user_0175,2022-07-21,BTC,buy,42227.41,16.89,KRW
2061,tx_002061,user_0175,2023-05-08,ETH,buy,136254.05,54.5,KRW
2062,tx_002062,user_0175,2023-10-08,ETH,sell,131507.73,52.6,KRW
